index,time_sec,white_line_count,white_pair,yellow,white_components,yellow_components,white_spacing_m,yellow_center_offset_m,failure_score
1115,71.283871,1,0,0,1,0,,,7.000
1116,71.316104,1,0,0,1,0,,,7.000
1117,71.405208,1,0,0,1,0,,,7.000
1118,71.441484,1,0,0,1,0,,,7.000
1119,71.478163,1,0,0,1,0,,,7.000
1120,71.519978,1,0,0,1,0,,,7.000
1121,71.594708,1,0,0,1,0,,,7.000
1122,71.635601,1,0,0,2,0,,,7.000
1123,71.676002,1,0,0,2,0,,,7.000
1124,71.781959,1,0,0,2,0,,,7.000
1125,71.869890,1,0,0,2,0,,,7.000
1126,71.900228,1,0,0,2,0,,,7.000
1127,71.942315,1,0,0,2,0,,,7.000
1128,71.974937,1,0,0,1,0,,,7.000
1129,72.091805,1,0,0,1,0,,,7.000
1130,72.130508,1,0,0,1,0,,,7.000
1131,72.171642,1,0,0,1,0,,,7.000
1132,72.246822,1,0,0,1,0,,,7.000
